problem,p,m,q,n,lb,lb_ref,ub,ub_ref
extfield,11,1,11,8,16,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",16,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
extfield,11,1,11,9,18,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",18,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
extfield,11,1,11,10,20,"Ballet et al. (2021), Theorem 2.1 (integer consequence of strict inequality); https://arxiv.org/pdf/1906.07456",23,"Ballet–Bonnecaze–Pacifico (2021), Proposition 3 (derived optimized projective-line construction); https://arxiv.org/pdf/2007.16082"
extfield,11,1,11,11,22,"Ballet et al. (2021), Theorem 2.1 (integer consequence of strict inequality); https://arxiv.org/pdf/1906.07456",26,"Ballet–Bonnecaze–Pacifico (2021), Proposition 3 (derived optimized projective-line construction); https://arxiv.org/pdf/2007.16082"
extfield,13,1,13,1,1,trivial scalar multiplication,1,trivial scalar multiplication
extfield,13,1,13,2,3,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",3,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,3,5,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",5,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,4,7,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",7,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,5,9,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",9,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,6,11,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",11,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,7,13,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",13,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,8,16,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",16,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,9,18,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",18,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,10,20,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",20,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
extfield,13,1,13,11,22,"Ballet et al. (2021), Theorem 2.1 (integer consequence of strict inequality); https://arxiv.org/pdf/1906.07456",25,"Ballet–Bonnecaze–Pacifico (2021), Proposition 3 (derived optimized projective-line construction); https://arxiv.org/pdf/2007.16082"
extfield,2,4,16,1,1,trivial scalar multiplication,1,trivial scalar multiplication
extfield,2,4,16,2,3,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",3,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,3,5,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",5,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,4,7,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",7,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,5,9,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",9,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,6,11,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",11,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,7,13,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",13,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,8,15,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",15,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,9,17,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456",17,"Ballet et al. (2021), Theorem 2.2 (Winograd–de Groote); https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,10,20,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",20,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
extfield,2,4,16,11,22,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456",22,"Ballet et al. (2021), Theorem 9.1; https://arxiv.org/pdf/1906.07456"
truncated,2,1,2,1,1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,2,3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,3,5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,4,7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,5,9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,6,11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,7,13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,8,15,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",15,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,9,17,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",17,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,10,19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,1,2,11,21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,1,1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,2,3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,3,5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,4,7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,5,9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,6,11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,3,1,3,7,13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
